Table Names-1,Table Names,Linkedin URL,Other Contact ,Contact/ Admin Contact,Company Mail,Other Contact,Contact,Job CTC,Contact ,Career  Contact,S No,Company Name,Location,Source,Post URL,HR Mail,HR Contact,Company URL,Google-Contact,Job Role,Career Contact,Career Mail,Linkedin Contact,HR Name
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91-44-4344-1700,6,LatentView Analytics,Chennai,website,https://praxis.ac.in/data-science-companies-in-chennai/,-,-,https://www.latentview.com/,-,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,-,7,Photon Interactive Private Limited,Chennai,website,https://fliarbi.com/market.ai/india/list/data-analytics/s/tamil-nadu/,ananth.saseendran@photon.com,9.94467e+09,https://www.photon.com,044 3061 8000,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1 (888) 207-5969,8,Indium Software,Chennai,website,https://fliarbi.com/market.ai/india/list/data-analytics/s/tamil-nadu/,milvin.rajaruldass@indiumsoft.com,,http://www.indiumsoftware.com/,-,,1800 123 1191,info@indiumsoftware.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1 732 276 1555,9,Incedo,Chennai,website,https://fliarbi.com/market.ai/india/list/data-analytics/s/tamil-nadu/,deepa.g@incedoinc.com.,,http://www.incedoinc.com/,-,,-,careers@incedoinc.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1(844)20987-4332,10,Ideas2it Technology Services Private Limited,Chennai,website,https://fliarbi.com/market.ai/india/list/data-analytics/s/tamil-nadu/,madhumitha@ideas2it.com,-,https://www.ideas2it.com,-,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1972-201-009,11,Prodapt Solutions Ltd,Chennai,website,https://fliarbi.com/market.ai/india/list/data-analytics/s/tamil-nadu/,durga.l@prodapt.com,,https://www.prodapt.com/en/,044 4903 3000,,-,info@prodapt.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 044 61371200,12,Alpha Ori India Pvt Ltd,Chennai,website,https://www.analyticsinsight.net/top-data-science-companies-in-chennai-confining-big-data-exploitation/,-,-,http://www.alphaori.sg,,,-,info@alphaori.sg,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1 (888) 207-5969,13,Indium Software,Chennai,website,https://www.analyticsinsight.net/top-data-science-companies-in-chennai-confining-big-data-exploitation/,vaishnavi.sundaram@indiumsoft.com,-,http://www.indiumsoftware.com/,-,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 44 6653 4000,14,Ramco Systems,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/,"Joel.Raj@ramco.com , anisha.deepthi@ramco.com",-,http://www.ramco.com,,,,contact@ramco.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1 408 368 6239,15,Mad Street Den,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/,-,-,https://www.madstreetden.com/careers/,044 2499 1995,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,044 4201 1861,16,Customer Analytics India Pvt Ltd,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/,hariharan.tr@customeranalytics.com.,-,http://www.customeranalytics.com,-,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,044 6699 2020,17,Crayon Data India Pvt Ltd,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/,-,-,https://www.crayondata.com/,-,,-,babu@crayondata.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,084746 39299,18,Digital Minds Consulting Services Pvt.ltd,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/,-,-,http://www.digitalmindstech.in,-,,9.19481e+11,info@digitalmindstech.in,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91- 97109 99001,19,S-logix,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/,-,-,http://www.slogix.in,-,,91- 81240 01111,jobs@slogix.in,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,9.84077e+09,20,Appyhub Technology Solutions Pvt Ltd,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,http://www.appyhub.com,-,,-,info@appyhub.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,9.1638e+11,21,Beez Innovation Labs Pvt. Ltd.,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,http://www.beezlabs.com,-,,91 63799 03589,contactus@beezlabs.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1 770-493-5588,22,Innova Solutions Private Limited,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,bhargavi.kagitala@innovasolutions.com,-,http://www.innovasolutions.com,044 4220 4545,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 8610077159,23,Ingenuity Insights India Pvt. Ltd,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,http://www.ingenuityinsights.com,-,,1 650-759-1793,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91-9500014678,24,Logfuze Technologies Pvt Ltd,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,https://logfuze.com/,044 4806 0530,,91-9150411139,Info@Logfuze.Com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 44 4952 5020,25,Zuci Systems - Powered By Passion,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,miloshiniravikumar@gmail.com,-,http://www.zucisystems.com,044 4952 5020,,1 510-358-1670,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1.636.686.0607,26,Multicoreware,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,http://www.multicorewareinc.com,-,,-,arun@multicorewareinc.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 44 4211 1002,27,Hubino,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,https://www.hubino.com,-,,-,contactus@hubino.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,5.10766e+09,28,Skoruz Technologies Pvt Ltd,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,http://www.skoruz.com,1 510 766 2800,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,(781) 365-0473,29,Pristine Retail Solutions Chennai,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,http://www.pristineretail.com,-,,-,career@pristineinfotech.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 984 035 8348,30,Lambdadigital Private Limited,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,http://lambdadigital.co.in,-,,-,sales@lambdadigital.co.in,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1 201-781-6587,31,Realtek Software Services,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,https://www.realtekconsulting.net,090806 43499,,-,info@realtekconsulting.net,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,44 (0) 161 706 7983,32,Digiryte Private Limited,Chennai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/1,-,-,http://www.digiryte.com,072000 08992,,44 161 706 7983,hello@digiryte.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,972-346-8186,33,Eleviant Tech - Digital Transformation Consulting Services,Coimbatore,website,https://www.eleviant.com/,-,-,https://www.eleviant.com,-,,1-972-499-7283,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,9.58502e+09,34,Wavefront Technologies Private Limited,Coimbatore,website,https://www.google.com/search?q=machine+learning+based+companies+in+coimbatore&rlz=1C1ONGR_enIN1005IN1005&biw=1366&bih=657&sxsrf=AJOqlzWzznhgjnfsB-Gfc8f4bcUz7BJPSA%3A1675138946267&ei=gpfYY_HyD6GuseMP6YCZsAc&ved=0ahUKEwjxu93u-vD8AhUhV2wGHWlABnYQ4dUDCA8&uact=5&oq=machine+learning+based+companies+in+coimbatore&gs_lcp=Cgxnd3Mtd2l6LXNlcnAQAzIFCAAQogQyBQgAEKIEMgUIABCiBDIFCAAQogQ6CggAEEcQ1gQQsAM6BAgjECc6BQghEKABOggIIRAWEB4QHToLCCEQFhAeEPEEEB06BwghEKABEApKBAhBGABKBAhGGABQhwtYiTNghTVoAXABeACAAagBiAGtDpIBBDAuMTWYAQCgAQHIAQjAAQE&sclient=gws-wiz-serp,-,-,http://wavefrontech.com/,-,,(+91)-8531-060-660,info@wavefrontech.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,(888) 701-0680,35,Pentoz Technology,Coimbatore,website,https://www.google.com/search?q=Pentoz+Technology&rlz=1C1ONGR_enIN1005IN1005&oq=Pentoz+Technology&aqs=chrome.0.69i59j0i19i512l2j46i19i175i199i512j0i19i22i30l2.572j0j7&sourceid=chrome&ie=UTF-8,-,-,http://www.pentoz.com,065020 04005,,-,jobs@pentoz.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91-99-432-70000,36,iCliniq,Coimbatore,website,https://www.f6s.com/companies/machine-learning/india/tamil-nadu/coimbatore/co,-,-,https://www.icliniq.com/,,,91-422-262-6663,icliniq@icliniq.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,9.94445e+09,37,flockwits,Coimbatore,website,https://www.f6s.com/jobs,-,-,http://www.flockwits.io,-,,-,pagampriyal.natarasan@gmail.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1-866-926-2667,38,Zan Computech India Private Limited,Coimbatore,website,https://fliarbi.com/market.ai/india/list/big-data-analytics/,-,-,https://www.zancompute.com/contact-us.html,-,,-,sales@zancompute.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 7767885222,39,Naturebowl,Coimbatore,website,https://www.f6s.com/companies/machine-learning/india/tamil-nadu/coimbatore/co,-,-,https://thenaturesbowl.com/home,-,,-,hello@thenaturesbowl.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1.41589e+10,40,Skcript,Coimbatore,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/chennai/,-,-,https://www.skcript.com/,,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91-9223366111,1,Cnergyis Infotech India Pvt Ltd,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,http://www.cnergyis.com,1800 233 6504,,1800-233-6504,info@zinghr.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,1800-2200-32,2,Gajshield Infotech Pvt Ltd,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,https://www.gajshield.com,1800-2676-960,,91 (22) 66607450,info@gajshield.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 22 6106 1500,3,Flytxt Mobility Solutions Private Limited,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,http://www.flytxt.com,43618868,,-,info@flytxt.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91-9223366111,4,Cnergyis Infotech India Pvt Ltd,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,http://www.cnergyis.com,1800 233 6504,,1800-233-6504,info@zinghr.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,9.8204e+09,5,New Era Informatique Pvt Ltd,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,http://www.newera-technologies.com/,022 6104 6659,,9323932510 / 8657958772,support@newera-technologies.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,8.08081e+09,6,Namaste Credit,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,Abhishek.pareek@namastecredit.com,,http://www.namastecredit.com,91 8080809069,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 9877098771,7,Kochar Infotech Ltd.,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,nidhi.rajput@kochartech.com,-,https://www.kochartech.com,-,,-,info@kochartech.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 22 43470408,8,G-square Solutions Private Limited,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,http://www.g-square.in,-,,-,info@g-square.in,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 7666 763 050,9,Neoquant Solutions Pvt Ltd,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,shriya.rane@neoquant.com,-,http://www.neoquant.com,022 6264 7500,,-,info@neoquant.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 9821283670,10,Micron Technology,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,http://www.micron.com,-,,91-22-2087-4243,sales@micronind.com.,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,2.27192e+09,11,Interproductec Virtual Labs Pvt. Ltd.,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,http://www.interproductec.com,-,,-,info@interproductec.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,9.1771e+11,12,Quosphere - A Technology Company,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,https://www.quosphere.com,022 4103 1111,,-,info@quosphere.com,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 9867862085,13,Makebot Robotics Solutions Private Limited,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,http://www.makebot.in,088794 21010,,,info@makebot.in,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91-22-4607-7650,14,Unipolar Technologies Pvt Ltd,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,-,-,http://unipolar.in/,099710 19131,,-,contact@unipolar.in,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,-,15,Innoplexus Consulting Services Pvt Ltd,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/,mishrasmriti6@gmail.com,-,http://www.innoplexus.com,020 6652 7300,,-,-,,
"Intership Dataset.xlsx/Coimbatore Openings,Intership Dataset.xlsx/Companies in India,Intership Dataset.xlsx/Chennai AWS Engineer Role Openi,Intership Dataset.xlsx/SK  ML,AI,DS ,Intership Dataset.xlsx/HM ML,AI,DS ","Intership Dataset.xlsx/HM ML,AI,DS ",,,,,,,,,91 9028184629,16,Atoconn System Labs Private Limited,Mumbai,website,https://fliarbi.com/market.ai/india/list/machine-learning/d/mumbai/1,-,-,http://www.atoconn.com,91 9763064887,,-,info@atoconn.com,,
